accession,start,stop,strand,geneID,locus,locus_tag,protein_product,length,protein_name
NW_007930859.1,364445,365386,+,19890415,,BBA_07403,XP_008600722.1,313,hypothetical protein BBA_07403
NW_007930859.1,368495,371923,+,19890416,,BBA_07404,XP_008600723.1,1142,DUF221 family protein
NW_007930859.1,372073,373681,-,19890417,,BBA_07405,XP_008600724.1,518,hypothetical protein BBA_07405
NW_007930859.1,375902,376861,-,19890418,,BBA_07406,XP_008600725.1,319,acyl-CoA thioesterase II
NW_007930859.1,378101,379858,-,19890419,,BBA_07407,XP_008600726.1,571,hypothetical protein BBA_07407
NW_007930859.1,382491,383291,-,19890420,,BBA_07408,XP_008600727.1,209,DJ-1/PfpI family protein
NW_007930859.1,384659,386680,-,19890421,,BBA_07409,XP_008600728.1,673,hypothetical protein BBA_07409
NW_007930859.1,388116,388999,+,19890422,,BBA_07410,XP_008600729.1,232,glutathione S-transferase domain-containing protein
NW_007930859.1,390480,391549,+,19890423,,BBA_07411,XP_008600730.1,338,cholera enterotoxin subunit A2
NW_007930859.1,391808,393169,-,19890424,,BBA_07412,XP_008600731.1,398,hypothetical protein BBA_07412
NW_007930859.1,396191,397224,+,19890425,,BBA_07413,XP_008600732.1,297,short chain dehydrogenase
NW_007930859.1,397611,398000,-,19890426,,BBA_07414,XP_008600733.1,129,hypothetical protein BBA_07414
NW_007930859.1,398875,400022,+,19890427,,BBA_07415,XP_008600734.1,309,nmrA-like family protein
NW_007930859.1,400212,402213,-,19890428,,BBA_07416,XP_008600735.1,637,glutamyl-tRNA synthetase
NW_007930859.1,403059,404549,-,19890429,,BBA_07417,XP_008600736.1,496,Aldehyde dehydrogenase
NW_007930859.1,405365,408554,-,19890430,,BBA_07418,XP_008600737.1,764,fungal specific transcription factor
NW_007930859.1,411581,413281,+,19890431,,BBA_07419,XP_008600738.1,455,hypothetical protein BBA_07419
NW_007930859.1,416551,423700,-,19890432,,BBA_07420,XP_008600739.1,2102,"polyketide synthase, putative"
NW_007930859.1,424315,426346,+,19890433,,BBA_07421,XP_008600740.1,552,Flavin-binding monooxygenase-like family protein
NW_007930859.1,426693,429173,-,19890434,,BBA_07422,XP_008600741.1,726,hypothetical protein BBA_07422
NW_007930860.1,866,2673,+,19890435,,BBA_07423,XP_008600742.1,414,hypothetical protein BBA_07423
NW_007930860.1,5562,8673,+,19890436,,BBA_07424,XP_008600743.1,543,metalloprotease MEP1
NW_007930860.1,9286,9639,+,19890437,,BBA_07425,XP_008600744.1,117,hypothetical protein BBA_07425
NW_007930860.1,10030,10410,+,19890438,,BBA_07426,XP_008600745.1,126,hypothetical protein BBA_07426
NW_007930860.1,12234,12467,+,19890439,,BBA_07427,XP_008600746.1,77,hypothetical protein BBA_07427
NW_007930860.1,14411,16456,+,19890440,,BBA_07428,XP_008600747.1,615,d-3-phosphoglycerate dehydrogenase
NW_007930860.1,16757,18026,-,19890441,,BBA_07429,XP_008600748.1,399,"carboxy-cis,cis-muconate cyclase"
NW_007930860.1,19957,22158,+,19890442,,BBA_07430,XP_008600749.1,714,GTPase binding protein Rid1
NW_007930860.1,22519,23503,-,19890443,,BBA_07431,XP_008600750.1,302,DlpA domain-containing protein
NW_007930860.1,27172,28006,+,19890444,,BBA_07432,XP_008600751.1,256,WW-domain ligand protein
NW_007930860.1,28591,29439,+,19890445,,BBA_07433,XP_008600752.1,149,ubiquinol-cytochrome c reductase complex subunit
NW_007930860.1,34219,35725,+,19890446,,BBA_07434,XP_008600753.1,474,major facilitator superfamily transporter
NW_007930860.1,36133,37992,-,19890447,,BBA_07435,XP_008600754.1,492,3-ketosteroid reductase
NW_007930860.1,38445,42396,-,19890448,,BBA_07436,XP_008600755.1,1283,KH domain-containing protein
NW_007930860.1,43394,43945,-,19890449,,BBA_07437,XP_008600756.1,183,"beta-1,4-glucosidase"
NW_007930860.1,47503,50375,+,19890450,,BBA_07438,XP_008600757.1,880,PAK kinase
NW_007930860.1,51111,52985,+,19890451,,BBA_07439,XP_008600758.1,605,"Peptidase S33, tripeptidyl-peptidase"
NW_007930860.1,53417,54844,-,19890452,,BBA_07440,XP_008600759.1,387,SH3 domain-containing protein
NW_007930860.1,55926,56331,+,19890453,,BBA_07441,XP_008600760.1,97,SNARE domain-containing protein
NW_007930860.1,56880,58707,-,19890454,,BBA_07442,XP_008600761.1,569,stromal membrane-associated protein
NW_007930860.1,59351,60011,+,19890455,,BBA_07443,XP_008600762.1,201,SelR domain-containing protein
NW_007930860.1,60873,61532,-,19890456,,BBA_07444,XP_008600763.1,219,hypothetical protein BBA_07444
NW_007930860.1,62172,64085,-,19890457,,BBA_07445,XP_008600764.1,622,hypothetical protein BBA_07445
NW_007930860.1,64559,67426,+,19890458,,BBA_07446,XP_008600765.1,935,arid/bright DNA binding domain-containing protein
NW_007930860.1,68282,69483,-,19890459,,BBA_07447,XP_008600766.1,361,short chain dehydrogenase
NW_007930860.1,71535,72134,+,19890460,,BBA_07448,XP_008600767.1,157,hypothetical protein BBA_07448
NW_007930860.1,76743,77825,+,19890461,,BBA_07449,XP_008600768.1,360,hypothetical protein BBA_07449
NW_007930860.1,78614,80111,-,19890462,,BBA_07450,XP_008600769.1,464,UbiD family decarboxylase
NW_007930860.1,81371,82882,+,19890463,,BBA_07451,XP_008600770.1,359,Putative Zn(II)2Cys6 transcription factor
NW_007930860.1,83637,84764,+,19890464,,BBA_07452,XP_008600771.1,320,glycosyltransferase family 17
NW_007930860.1,85621,86826,-,19890465,,BBA_07453,XP_008600772.1,377,C6 zinc finger protein
NW_007930860.1,87581,88542,+,19890466,,BBA_07454,XP_008600773.1,299,RTA1 domain-containing protein
NW_007930860.1,89212,89691,+,19890467,,BBA_07455,XP_008600774.1,159,hypothetical protein BBA_07455
NW_007930860.1,90942,92031,+,19890468,,BBA_07456,XP_008600775.1,307,RTA-like protein
NW_007930860.1,92331,93275,-,19890469,,BBA_07457,XP_008600776.1,314,C6 zinc finger domain-containing protein
NW_007930860.1,94793,95806,-,19890470,,BBA_07458,XP_008600777.1,337,glycosyl hydrolase family 10 protein
NW_007930860.1,97084,99820,+,19890471,,BBA_07459,XP_008600778.1,691,sterol glucosyltransferase
NW_007930860.1,102790,103635,-,19890472,,BBA_07460,XP_008600779.1,281,hypothetical protein BBA_07460
NW_007930860.1,105082,107266,+,19890473,,BBA_07461,XP_008600780.1,665,"Peptidase S8/S53, subtilisin/kexin/sedolisin"
NW_007930860.1,107738,111163,-,19890474,,BBA_07462,XP_008600781.1,1141,phosphoribosyl transferase domain protein
NW_007930860.1,111698,112408,+,19890475,,BBA_07463,XP_008600782.1,218,GTP cyclohydrolase I
NW_007930860.1,113184,114538,+,19890476,,BBA_07464,XP_008600783.1,360,hypothetical protein BBA_07464
NW_007930860.1,115457,117931,+,19890477,,BBA_07465,XP_008600784.1,741,PX domain-containing protein
NW_007930860.1,118196,120176,-,19890478,,BBA_07466,XP_008600785.1,604,dihydroxy-acid dehydratase
NW_007930897.1,10235,10585,+,19892678,,BBA_09666,XP_008602985.1,116,hypothetical protein BBA_09666
NW_007930897.1,14138,15935,-,19892679,,BBA_09667,XP_008602986.1,407,transposase-like protein
NW_007930897.1,18101,20011,-,19892680,,BBA_09668,XP_008602987.1,507,hypothetical protein BBA_09668
NW_007930897.1,21926,22405,-,19892681,,BBA_09669,XP_008602988.1,159,hypothetical protein BBA_09669
NW_007930897.1,23398,24276,+,19892682,,BBA_09670,XP_008602989.1,182,nitrogen assimilation transcription factor nirA
NW_007930897.1,27227,27894,+,19892683,,BBA_09671,XP_008602990.1,206,hypothetical protein BBA_09671
NW_007930897.1,28475,30208,+,19892684,,BBA_09672,XP_008602991.1,312,cell surface metalloreductase (FreA)
NW_007930897.1,30457,31438,-,19892685,,BBA_09673,XP_008602992.1,295,hypothetical protein BBA_09673
NW_007930897.1,31645,34285,+,19892686,,BBA_09674,XP_008602993.1,848,hypothetical protein BBA_09674
NW_007930897.1,35610,40049,+,19892687,,BBA_09675,XP_008602994.1,1156,WD40 repeat-like domain-containing protein
NW_007930897.1,44114,46514,+,19892688,,BBA_09676,XP_008602995.1,401,MFS allantoate transporter
NW_007930897.1,47932,48704,+,19892689,,BBA_09677,XP_008602996.1,195,hypothetical protein BBA_09677
NW_007930897.1,49832,51054,-,19892690,,BBA_09678,XP_008602997.1,387,transposase-like protein
NW_007930897.1,55612,58152,-,19892691,,BBA_09679,XP_008602998.1,676,"C6 transcription factor, putative"
NW_007930897.1,59187,61619,+,19892692,,BBA_09680,XP_008602999.1,810,restless-like transposase
NW_007930897.1,63310,64834,-,19892693,,BBA_09681,XP_008603000.1,460,sarcosine oxidase
NW_007930897.1,65922,67646,+,19892694,,BBA_09682,XP_008603001.1,486,transposase-like protein
NW_007930897.1,73202,74875,+,19892695,,BBA_09683,XP_008603002.1,335,hypothetical protein BBA_09683
NW_007930897.1,76673,77740,+,19892696,,BBA_09684,XP_008603003.1,355,hsp90-like protein
NW_007930897.1,78353,80249,-,19892697,,BBA_09685,XP_008603004.1,587,metalloprotease-like protein
NW_007930897.1,82977,84699,-,19892698,,BBA_09686,XP_008603005.1,495,restless-like transposase
NW_007930898.1,31,645,+,19892699,,BBA_09687,XP_008603006.1,204,hypothetical protein BBA_09687
NW_007930898.1,4776,11026,+,19892700,,BBA_09688,XP_008603007.1,1940,hypothetical protein BBA_09688
NW_007930898.1,15080,15649,+,19892701,,BBA_09689,XP_008603008.1,189,geranylgeranyl transferase type-2 subunit alpha
NW_007930898.1,17447,17998,+,19892702,,BBA_09690,XP_008603009.1,183,hypothetical protein BBA_09690
NW_007930898.1,18472,19507,-,19892703,,BBA_09691,XP_008603010.1,288,hypothetical protein BBA_09691
NW_007930898.1,20824,21243,+,19892704,,BBA_09692,XP_008603011.1,139,hypothetical protein BBA_09692
NW_007930898.1,25353,28295,+,19892705,,BBA_09693,XP_008603012.1,980,ubiquitination network signaling protein
NW_007930898.1,28917,32374,+,19892706,,BBA_09694,XP_008603013.1,1009,DNA polymerase epsilon subunit C
NW_007930898.1,34191,35582,+,19892707,,BBA_09695,XP_008603014.1,397,cell wall glucanosyltransferase Mwg1
NW_007930898.1,36391,40056,+,19892708,,BBA_09696,XP_008603015.1,918,tetratricopeptide repeat domain protein
NW_007930898.1,40249,41074,-,19892709,,BBA_09697,XP_008603016.1,252,C2H2 transcription factor
NW_007930898.1,43353,45917,+,19892710,,BBA_09698,XP_008603017.1,854,subtilase-like protein
NW_007930898.1,46398,47859,-,19892711,,BBA_09699,XP_008603018.1,464,PX domain-containing protein
NW_007930898.1,48532,50205,-,19892712,,BBA_09700,XP_008603019.1,538,MRS7 family protein
NW_007930898.1,52586,53677,+,19892713,,BBA_09701,XP_008603020.1,363,Amidinotransferase family protein
NW_007930898.1,55067,55930,+,19892714,,BBA_09702,XP_008603021.1,265,adenylate kinase
NW_007930898.1,59394,64656,+,19892715,,BBA_09703,XP_008603022.1,1736,hypothetical protein BBA_09703
NW_007930860.1,121230,122178,-,19890479,,BBA_07467,XP_008600786.1,301,hypothetical protein BBA_07467
NW_007930860.1,130675,131467,+,19890480,,BBA_07468,XP_008600787.1,225,MYB DNA-binding domain-containing protein
NW_007930860.1,132727,135222,+,19890481,,BBA_07469,XP_008600788.1,751,fungal specific transcription factor domain protein
NW_007930860.1,135737,136196,+,19890482,,BBA_07470,XP_008600789.1,94,hypothetical protein BBA_07470
NW_007930860.1,138974,141013,-,19890483,,BBA_07471,XP_008600790.1,640,acyl-CoA dehydrogenase
NW_007930860.1,141351,142409,-,19890484,,BBA_07472,XP_008600791.1,307,tyrosinase-like protein
NW_007930860.1,142895,143932,+,19890485,,BBA_07473,XP_008600792.1,345,hypothetical protein BBA_07473
NW_007930860.1,145346,146754,-,19890486,,BBA_07474,XP_008600793.1,401,hypothetical protein BBA_07474
NW_007930860.1,147902,148837,+,19890487,,BBA_07475,XP_008600794.1,291,hypothetical protein BBA_07475
NW_007930860.1,150495,153546,+,19890488,,BBA_07476,XP_008600795.1,918,Ankyrin repeat protein
NW_007930860.1,153770,155926,-,19890489,,BBA_07477,XP_008600796.1,695,amidase-like protein
NW_007930860.1,156768,157937,-,19890490,,BBA_07478,XP_008600797.1,389,Pfs domain protein
NW_007930860.1,161085,162950,-,19890491,,BBA_07479,XP_008600798.1,621,putative peptidylarginine deiminase
NW_007930860.1,163658,170691,-,19890492,,BBA_07480,XP_008600799.1,1384,membrane copper amine oxidase
NW_007930860.1,173199,174911,+,19890493,,BBA_07481,XP_008600800.1,570,phosphate permease
NW_007930860.1,175963,178339,+,19890494,,BBA_07482,XP_008600801.1,660,dimethylaniline monooxygenase
NW_007930860.1,179474,181123,-,19890495,,BBA_07483,XP_008600802.1,549,bZIP transcription factor
NW_007930860.1,184273,186539,+,19890496,,BBA_07484,XP_008600803.1,699,hypothetical protein BBA_07484
NW_007930860.1,187407,191276,-,19890497,,BBA_07485,XP_008600804.1,1271,pre-rRNA processing protein Rrp12
NW_007930860.1,191767,192572,+,19890498,,BBA_07486,XP_008600805.1,201,vacuolar protein sorting-associated protein
NW_007930860.1,193297,195256,-,19890499,,BBA_07487,XP_008600806.1,595,shugoshin-like protein
NW_007930860.1,195715,196253,+,19890500,,BBA_07488,XP_008600807.1,148,DASH complex subunit Dad2
NW_007930860.1,197301,199189,+,19890501,,BBA_07489,XP_008600808.1,597,hypothetical protein BBA_07489
NW_007930860.1,200428,201750,-,19890502,,BBA_07490,XP_008600809.1,440,transmembrane alpha-helix domain-containing protein
NW_007930860.1,205008,207140,-,19890503,,BBA_07491,XP_008600810.1,693,hypothetical protein BBA_07491
NW_007930860.1,210516,212616,-,19890504,,BBA_07492,XP_008600811.1,681,helicase associated domain-containing protein
NW_007930860.1,213110,214604,+,19890505,,BBA_07493,XP_008600812.1,443,CUE domain-containing protein
NW_007930860.1,216986,220223,+,19890506,,BBA_07494,XP_008600813.1,1016,SPX domain-containing protein
NW_007930860.1,220498,221205,-,19890507,,BBA_07495,XP_008600814.1,206,hypothetical protein BBA_07495
NW_007930860.1,224354,224694,+,19890508,,BBA_07496,XP_008600815.1,67,hypothetical protein BBA_07496
NW_007930860.1,225754,226253,-,19890509,,BBA_07497,XP_008600816.1,134,hypothetical protein BBA_07497
NW_007930860.1,227947,228412,-,19890510,,BBA_07498,XP_008600817.1,134,fatty acid-biding protein
NW_007930860.1,229173,229475,-,19890511,,BBA_07499,XP_008600818.1,100,hypothetical protein BBA_07499
NW_007930860.1,230712,231662,+,19890512,,BBA_07500,XP_008600819.1,316,D-isomer specific 2-hydroxyacid dehydrogenase
NW_007930860.1,232293,233462,+,19890513,,BBA_07501,XP_008600820.1,250,hypothetical protein BBA_07501
NW_007930860.1,233822,235077,-,19890514,,BBA_07502,XP_008600821.1,339,WW domain-containing protein
NW_007930860.1,236376,238109,-,19890515,,BBA_07503,XP_008600822.1,577,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
NW_007930860.1,239736,240614,-,19890516,,BBA_07504,XP_008600823.1,292,hypothetical protein BBA_07504
NW_007930898.1,65752,67423,+,19892716,,BBA_09704,XP_008603023.1,475,DUF89 domain protein
NW_007930898.1,67732,68860,-,19892717,,BBA_09705,XP_008603024.1,352,hypothetical protein BBA_09705
NW_007930898.1,69564,70365,-,19892718,,BBA_09706,XP_008603025.1,209,cytosol Mn-superoxide dismutase
NW_007930898.1,71154,71737,+,19892719,,BBA_09707,XP_008603026.1,168,hypothetical protein BBA_09707
NW_007930898.1,73686,74303,-,19892720,,BBA_09708,XP_008603027.1,205,hypothetical protein BBA_09708
NW_007930898.1,74873,77258,+,19892721,,BBA_09709,XP_008603028.1,621,"Hsp70 family chaperone, putative"
NW_007930898.1,77614,77997,-,19892722,,BBA_09710,XP_008603029.1,127,hypothetical protein BBA_09710
NW_007930899.1,1622,2682,+,19892723,,BBA_09711,XP_008603030.1,330,sphingolipid long chain base-responsive protein LSP1
NW_007930899.1,3481,5029,+,19892724,,BBA_09712,XP_008603031.1,408,inorganic pyrophosphatase
NW_007930899.1,5244,5722,-,19892725,,BBA_09713,XP_008603032.1,139,39S ribosomal protein L53/MRP-L53
NW_007930899.1,5966,7355,+,19892726,,BBA_09714,XP_008603033.1,429,Sec20 domain-containing protein
NW_007930899.1,7555,8550,-,19892727,,BBA_09715,XP_008603034.1,251,methylthioribulose-1-phosphate dehydratase
NW_007930899.1,9519,10785,-,19892728,,BBA_09716,XP_008603035.1,393,zinc finger protein
NW_007930899.1,11397,12743,-,19892729,,BBA_09717,XP_008603036.1,373,3-deoxy-7-phosphoheptulonate synthase
NW_007930899.1,14136,16851,-,19892730,,BBA_09718,XP_008603037.1,754,fungal specific transcription factor
NW_007930899.1,18803,20680,-,19892731,,BBA_09719,XP_008603038.1,590,MFS toxin efflux pump (AflT)
NW_007930899.1,23777,25630,-,19892732,,BBA_09720,XP_008603039.1,470,Cytochrome P450 CYP5293A2
NW_007930899.1,27654,28616,+,19892733,,BBA_09721,XP_008603040.1,320,hypothetical protein BBA_09721
NW_007930899.1,29564,30568,+,19892734,,BBA_09722,XP_008603041.1,306,hypothetical protein BBA_09722
NW_007930899.1,31198,33902,-,19892735,,BBA_09723,XP_008603042.1,718,"C6 finger domain protein, putative"
NW_007930899.1,34715,36794,-,19892736,,BBA_09724,XP_008603043.1,623,cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
NW_007930899.1,37412,38152,+,19892737,,BBA_09725,XP_008603044.1,228,"integral membrane protein, putative"
NW_007930899.1,38651,40319,-,19892738,,BBA_09726,XP_008603045.1,496,"2-dehydropantoate 2-reductase, putative"
NW_007930899.1,42782,52141,+,19892739,,BBA_09727,XP_008603046.1,3119,beauvericin biosynthetic protein
NW_007930899.1,54351,55166,+,19892740,,BBA_09728,XP_008603047.1,212,hypothetical protein BBA_09728
NW_007930899.1,56876,58745,+,19892741,,BBA_09729,XP_008603048.1,557,calreticulin family protein
NW_007930899.1,59673,61477,+,19892742,,BBA_09730,XP_008603049.1,582,methylmalonate-semialdehyde dehydrogenase
NW_007930899.1,62603,64441,+,19892743,,BBA_09731,XP_008603050.1,612,F-box domain-containing protein
NW_007930899.1,64738,66401,-,19892744,,BBA_09732,XP_008603051.1,517,FAD binding domain-containing protein
NW_007930899.1,68648,69830,-,19892745,,BBA_09733,XP_008603052.1,373,dehydrogenase/reductase SDR family member 8
NW_007930899.1,71977,74524,+,19892746,,BBA_09734,XP_008603053.1,786,indigoidine synthase A like protein
NW_007930899.1,74832,76643,+,19892747,,BBA_09735,XP_008603054.1,603,U3 small nucleolar RNA-associated protein
NW_007930899.1,76965,77844,-,19892748,,BBA_09736,XP_008603055.1,221,DNA replication complex GINS protein SLD5
NW_007930900.1,2268,3856,-,19892749,,BBA_09737,XP_008603056.1,449,diacylglycerol o-acyltransferase
NW_007930900.1,4394,6154,+,19892750,,BBA_09738,XP_008603057.1,494,developmental regulator VelB
NW_007930900.1,19095,21091,-,19892751,,BBA_09739,XP_008603058.1,464,woronin body major protein
NW_007930900.1,22959,26273,+,19892752,,BBA_09740,XP_008603059.1,1062,DUF814 domain-containing protein
NW_007930900.1,26385,28777,-,19892753,,BBA_09741,XP_008603060.1,777,annexin ANXC4
NW_007930860.1,241620,242378,-,19890517,,BBA_07505,XP_008600824.1,252,peptidase A4 family protein
NW_007930860.1,243665,246056,-,19890518,,BBA_07506,XP_008600825.1,778,ctl transporter
NW_007930860.1,248344,249126,+,19890519,,BBA_07507,XP_008600826.1,260,Ras family protein
NW_007930860.1,249611,251930,-,19890520,,BBA_07508,XP_008600827.1,739,dolichyl-phosphate-mannose-protein mannosyltransferase
NW_007930860.1,253135,254988,+,19890521,,BBA_07509,XP_008600828.1,617,CHY zinc finger protein
NW_007930860.1,255445,255831,-,19890522,,BBA_07510,XP_008600829.1,70,mitotic-spindle organizing protein
NW_007930860.1,256402,257251,-,19890523,,BBA_07511,XP_008600830.1,260,chromosome segregation protein
NW_007930860.1,257620,260705,+,19890524,,BBA_07512,XP_008600831.1,995,hypothetical protein BBA_07512
